2020-02-10,25.5
2020-02-11,22.5
2020-02-12,46.5
2020-02-13,137.0
2020-02-14,28.5
2020-02-15,0.5
2020-02-17,2.5
2020-02-18,0.25
2020-02-21,7.0
2020-02-23,4.0
2020-02-24,3.0
2020-02-25,12.0
2020-02-26,1.5
2020-02-28,11.5
2020-02-29,4.0
2020-03-09,1.0
2020-03-10,48.5
2020-03-11,11.0
2020-03-12,1.0
2020-03-13,15.5
2020-03-16,1.0
2020-03-17,1.0
2020-03-24,1.0
2020-03-28,6.5
2020-03-29,2.5
2020-03-30,6.0
2020-04-10,22.5
2020-04-11,0.75
2020-04-19,1.0
2020-04-29,3.5
2020-05-06,3.5
2020-05-10,6.5
2020-05-15,2.0
2020-05-18,9.0
2020-05-20,3.0
2020-05-25,1.5
2020-06-08,1.5
2020-06-11,43.5
2020-06-14,1.5
2020-06-15,23.0
2020-06-19,16.5
2020-06-20,8.5
2020-07-09,12.5
2020-07-10,11.0
2020-07-25,33.0
2020-07-26,107.0
2020-08-02,21.0
2020-09-13,4.0
2020-09-19,7.5
2020-09-26,2.0
2020-10-15,4.5
2020-10-19,14.0
2020-10-23,5.0
2020-10-24,1.0
2020-10-25,31.0
2020-10-26,9.5
2020-10-28,21.0
2020-10-29,4.5
2020-10-31,2.0
2020-11-01,6.0
2020-12-02,1.0
2020-12-13,170.0
2020-12-14,50.0
2020-12-15,78.0
2020-12-16,6.0
2020-12-17,277.0
2020-12-20,2.0
2020-12-21,20.5
2020-12-30,14.0
2021-01-03,7.5
2021-01-04,3.0
2021-01-05,9.5
2021-01-07,2.5
2021-01-08,3.5
2021-01-09,9.5
2021-01-10,3.0
2021-01-11,4.0
2021-01-16,9.0
2021-01-19,34.5
2021-01-20,4.0
2021-01-21,3.0
2021-01-25,8.0
2021-01-30,2.0
2021-02-01,5.5
2021-02-08,22.5
2021-02-14,14.0
2021-02-17,16.5
2021-02-18,35.0
2021-02-19,67.0
2021-02-20,11.5
2021-02-23,16.5
2021-02-25,53.0
2021-02-28,2.0
2021-03-05,14.5
2021-03-08,3.5
2021-03-09,17.0
2021-03-12,32.0
2021-03-13,5.0
2021-03-15,4.5
2021-03-20,15.0
2021-03-21,217.0
2021-03-22,44.0
2021-03-23,100.0
2021-03-30,4.5
2021-03-31,0.5
2021-04-02,8.0
2021-04-04,10.5
2021-04-05,17.0
2021-04-06,80.5
2021-04-18,2.5
2021-04-30,7.0
2021-05-01,29.0
2021-05-02,16.0
2021-05-05,5.0
2021-05-06,24.0
2021-05-11,14.0
2021-05-12,26.0
2021-06-16,7.0
2021-07-08,78.0
2021-07-10,18.0
2021-07-24,7.0
2021-08-09,6.5
2021-08-10,2.0
2021-08-12,2.0
2021-08-14,3.5
2021-08-16,2.0
2021-08-17,1.5
2021-09-02,13.5
2021-09-03,3.0
2021-09-04,4.5
2021-09-05,2.5
2021-09-06,1.5
2021-09-30,7.5
2021-10-01,13.0
2021-10-02,20.0
2021-10-12,29.0
2021-10-13,14.0
2021-10-14,33.0
2021-10-19,31.0
2021-10-21,2.0
2021-10-22,2.0
2021-10-26,1.5
2021-10-27,2.5
2021-10-29,2.5
2021-10-31,7.0
2021-11-02,7.0
2021-11-06,7.5
2021-11-08,8.0
2021-11-10,3.0
2021-11-11,7.0
2021-11-12,4.5
2021-11-22,1.0
2021-11-23,82.5
2021-11-24,38.5
2021-11-25,25.5
2021-11-26,17.0
2021-11-27,14.5
2021-11-30,4.5
2021-12-01,76.0
2021-12-02,9.0
2021-12-05,3.5
2021-12-06,1.0
2021-12-07,1.0
2021-12-09,22.0
2021-12-10,4.0
2021-12-18,7.5
2021-12-24,13.5
2021-12-25,6.5
2021-12-26,14.5
2021-12-27,10.0
2021-12-28,28.0
2021-12-30,4.5
2022-01-01,45.0
2022-01-02,9.5
2022-01-05,6.0
2022-01-06,37.5
2022-01-07,2.0
2022-01-08,1.0
2022-01-09,13.5
2022-01-11,3.0
2022-01-16,25.0
2022-01-20,17.0
2022-01-21,22.5
2022-01-22,3.5
2022-01-23,16.0
2022-01-24,5.0
2022-01-27,9.0
2022-01-28,27.5
2022-01-29,5.5
2022-01-30,1.0
2022-02-02,6.5
2022-02-03,8.5
2022-02-04,26.0
2022-02-07,10.5
2022-02-08,2.5
2022-02-13,3.0
2022-02-14,6.0
2022-02-15,14.0
2022-02-16,1.5
2022-02-19,11.0
2022-02-20,19.0
2022-02-21,6.0
2022-02-22,4.0
2022-02-23,26.0
2022-02-24,69.0
2022-02-25,33.0
2022-02-27,166.5
2022-02-28,275.0
2022-03-01,35.0
2022-03-02,1.0
2022-03-03,22.0
2022-03-04,3.0
2022-03-07,6.5
2022-03-10,4.0
2022-03-11,1.5
